Notification Date,School,City,School District,Health Region,Exposure Dates,Extra Info
04/14/2021,St Michael’s Elementary (Burnaby),Burnaby,Independent Schools in Fraser Health,Fraser Health Authority,April 6 and 7,Exposure 6
04/14/2021,Westerman Elementary,Surrey,36,Fraser Health Authority,"""April 6, 7""",Exposure 15
04/14/2021,North Delta Secondary,Delta,37,Fraser Health Authority,April 6 and 7,Exposure 26
04/14/2021,North Delta Secondary,Delta,37,Fraser Health Authority,April 8 and 9,Exposure 27
04/14/2021,St Anthony's (Kitimat),Kitimat,82,Northern Health,April 6,Exposure 1
04/14/2021,St Michael’s Elementary (Burnaby),Burnaby,Independent Schools in Fraser Health,Fraser Health Authority,April 6,Exposure 5
04/14/2021,W J Mouat Secondary,Abbotsford,34,Fraser Health Authority,April 9,Exposure 18
04/14/2021,L A Matheson Secondary,Surrey,36,Fraser Health Authority,April 8 and 9,Exposure 32
04/14/2021,H T Thrift Elementary,Surrey,36,Fraser Health Authority,April 6,Exposure 3
04/14/2021,Rockridge Secondary,West Vancouver,45,Vancouver Coastal Health,April 8,Exposure 7
04/14/2021,Terry Fox Secondary,Port Coquitlam,43,Fraser Health Authority,April 9,Exposure 13
04/14/2021,Sardis Elementary,Chilliwack,33,Fraser Health Authority,April 9,Exposure 8
04/14/2021,Mount Boucherie Secondary School,West Kelowna,23,Interior Health Authority,"""April 6, 7, 8, and 9""",https://www.castanet.net/news/Kelowna/331005/Exposure-at-five-schools
04/14/2021,Robert Alexander McMath Secondary,Richmond,38,Vancouver Coastal Health,"""April 6, 7, 8, 9, 12 and/or 13""",Exposure 5
04/14/2021,Belgo Elementary School,Kelowna,23,Interior Health Authority,"""April 6, 7, and 8""",https://www.castanet.net/news/Kelowna/331005/Exposure-at-five-schools
04/14/2021,La Passerelle,Whistler,93,Vancouver Coastal Health,April 8 (Date on the BCCDC webpage),Exposure 3
04/14/2021,Myrtle Philip Community School,Whistler,48,Vancouver Coastal Health,April 6 and 8 (dates on the BCCDC webpage),Exposure 4
04/14/2021,Glenwood Elementary (Burnaby),Burnaby,41,Fraser Health Authority,"""April 7, 8, 9""",Exposure 7
04/14/2021,Don Christian Elementary,Surrey,36,Fraser Health Authority,April 7,Exposure 2
04/14/2021,Abbotsford Senior Secondary School,Abbotsford,34,Fraser Health Authority,"""April 7, 8""",Exposure 20
04/14/2021,West Coast Christian School,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,April 9,Exposure 3
04/13/2021,Waverley Elementary,Vancouver,39,Vancouver Coastal Health,"""April 1, 6, 7, 8""",Exposure 3
04/13/2021,Gladstone Secondary,Vancouver,39,Vancouver Coastal Health,April 7 and 8,Exposure 13
04/13/2021,Langley Fine Arts School,Langley,35,Fraser Health Authority,"""April 6, 7, 8, and 9""",Exposure 8
04/13/2021,Mennonite Educational Institute Secondary School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,"""April 6, 7, 8, 9""",Exposure 12
04/13/2021,Mount Slesse Middle School,Chilliwack,33,Fraser Health Authority,"""April 6, 7, 8""",Exposure 9
04/13/2021,L A Matheson Secondary,Surrey,36,Fraser Health Authority,April 6,Exposure 31
04/13/2021,North Surrey Secondary,Surrey,36,Fraser Health Authority,"""April 6, 7, 8""",Exposure 22
04/13/2021,Topham Elementary,Langley,35,Fraser Health Authority,April 8,Exposure 1
04/13/2021,West Langley Elementary,Langley,35,Fraser Health Authority,"""April 6, 7""",Exposure 3
04/13/2021,Semiahmoo Secondary,Surrey,36,Fraser Health Authority,April 7,Different exposure then Exposure 21
04/13/2021,Valleycliffe Elementary,Squamish,48,Vancouver Coastal Health,April 9,Exposure 4
04/13/2021,Mennonite Educational Institute Middle School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,"""April 6, 7, 8, 9""",Exposure 8
04/13/2021,H D Stafford Middle,Langley,35,Fraser Health Authority,March 30 and April 1,Exposure 14
04/13/2021,Minnekhada Middle School,Port Coquitlam,43,Fraser Health Authority,April 7,Exposure 10
04/13/2021,Gilmore Community Elementary,Burnaby,41,Fraser Health Authority,April 6 and 7,Exposure 1
04/13/2021,Gleneagle Secondary,Coquitlam,43,Fraser Health Authority,"""April 6, 7, 8, and 9""",Exposure 12
04/13/2021,Ecole Riverside Secondary,Port Coquitlam,43,Fraser Health Authority,"""April 7, 8, and 9""",Exposure 8
04/13/2021,Bayridge Elementary,Surrey,36,Fraser Health Authority,April 6,Exposure 1
04/13/2021,Mary Jane Shannon Elementary,Surrey,36,Fraser Health Authority,"""April 6, 7, and 8""",Exposure 5
04/13/2021,Shuswap Middle School,Salmon Arm,83,Interior Health Authority,April 8,Exposure 2
04/13/2021,Rose Valley Elementary,West Kelowna,23,Interior Health Authority,"""April 7, 8, and 9""",Exposure 4
04/13/2021,North Ridge Elementary (Surrey),Surrey,36,Fraser Health Authority,"""March 30, 31, April 6""",Exposure 11
04/13/2021,Birchland Elementary,Port Coquitlam,43,Fraser Health Authority,"""April 8, 9""",Exposure 1
04/13/2021,Rosemont Elementary School,Nelson,8,Interior Health Authority,"""April 6, 7, 8, 9""",Full class isolating
04/13/2021,Sir Charles Tupper Secondary,Vancouver,39,Vancouver Coastal Health,"""April 7, 8, 9""",Exposure 20
04/13/2021,Kispiox Community School,,Independent Schools in Northern Health,Northern Health,April 6,Exposure 2
04/13/2021,Mennonite Educational Institute Middle School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,April 12,Exposure 9
04/13/2021,Ecole Willow Point Elementary,Campbell River,72,Vancouver Island Health Authority,"""April 7, 8, 9""",Exposure 1
04/13/2021,Prince George Secondary,Prince George,57,Northern Health,April 6,Exposure 9
04/13/2021,Collingwood School (Morven Campus),West Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,April 8 and 9,Exposure 10
04/13/2021,Vancouver Christian,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,April 6,Exposure 11
04/13/2021,Mountain Christian School,Dawson Creek,Independent Schools in Northern Health,Northern Health,April 6,Exposure 2
04/13/2021,Senator Reid Elementary,Surrey,36,Fraser Health Authority,"""April 7, 8, 9""",Exposure 8
04/13/2021,Martha Jane Norris Elementary,Surrey,36,Fraser Health Authority,"""April 6, 7""",Exposure 8
04/13/2021,Dr F D Sinclair Elementary,Surrey,36,Fraser Health Authority,"""April 6, 7""",Exposure 7
04/13/2021,Pacific Academy Middle School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 1,Exposure 8
04/13/2021,Pacific Academy Middle School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 1,Exposure 9
04/13/2021,Pacific Academy Primary School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 9,Exposure 5
04/13/2021,Pacific Academy Middle School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 9,Exposure 11
04/13/2021,Hollyburn Elementary,West Vancouver,45,Vancouver Coastal Health,"""April 8, 9""",Exposure 6
04/13/2021,Handsworth Secondary,North Vancouver,44,Vancouver Coastal Health,"""April 8, 9""",Exposure 16
04/13/2021,Handsworth Secondary,North Vancouver,44,Vancouver Coastal Health,April 12,Exposure 17
04/13/2021,Windsor Secondary,North Vancouver,44,Vancouver Coastal Health,April 9,Exposure 6
04/13/2021,Mulgrave School,West Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,Not provided,Exposure 7
04/13/2021,Upper Lynn Elementary,North Vancouver,44,Vancouver Coastal Health,April 9,Exposure 13
04/13/2021,Queen Elizabeth Secondary,Surrey,36,Fraser Health Authority,"""April 7, 8, 9""",Exposure 43
04/13/2021,Burnsview Secondary,Delta,37,Fraser Health Authority,"""April 7, 8, 9""",Exposure 12
04/13/2021,Seaquam Secondary,Delta,37,Fraser Health Authority,"""April 7, 8, 9""",Exposure 14
04/13/2021,Notre Dame (Dawson Creek),Dawson Creek,Independent Schools in Northern Health,Northern Health,"""March 29, 30, 31, and April 1""",Exposure 5
04/13/2021,North Peace Secondary,,60,Northern Health,March 31,Exposure 14
04/13/2021,Chartwell Elementary,West Vancouver,45,Vancouver Coastal Health,April 7 and 8,Exposure 5
04/13/2021,Canyon Heights Elementary,North Vancouver,44,Vancouver Coastal Health,April 9,Exposure 1
04/13/2021,Argyle Secondary,North Vancouver,44,Vancouver Coastal Health,"""March 30, 31, April 1, 6, 7, 8""",Exposure 11
04/13/2021,Cambridge Elementary,Surrey,36,Fraser Health Authority,"""March 30, 31, April 6 and 7""",Exposure 10
04/13/2021,Surrey Centre Elementary,Surrey,36,Fraser Health Authority,April 6,Exposure 5
04/13/2021,Burnaby South Secondary,Burnaby,41,Fraser Health Authority,"""April 7, 8, and 9""",Exposure 10
04/13/2021,Grandview/¿Uuqinak’uuh Elementary,Vancouver,39,Vancouver Coastal Health,"""April 7, 8, 9, and 12""",Exposure 2
04/13/2021,Georges Vanier Elementary,Surrey,36,Fraser Health Authority,April 6,Exposure 10
04/13/2021,Tamanawis Secondary,Surrey,36,Fraser Health Authority,April 8 and 9,Exposure 49
04/13/2021,West Vancouver Secondary,West Vancouver,45,Vancouver Coastal Health,April 9,Exposure 15
04/13/2021,Esquimalt High,Victoria,61,Vancouver Island Health Authority,"""April 6, 7, 8, and 9""",Exposure 2
04/13/2021,Moscrop Secondary,Burnaby,41,Fraser Health Authority,April 2,Exposure 11
04/13/2021,Semiahmoo Secondary,Surrey,36,Fraser Health Authority,April 5,Exposure 23
04/13/2021,Holy Cross Elementary School (Burnaby),Burnaby,Independent Schools in Fraser Health,Fraser Health Authority,April 8,Exposure 9
04/13/2021,Vedder Elementary,Chilliwack,33,Fraser Health Authority,"""April 7, 8""",Exposure 6
04/13/2021,de l'Anse-au-sable,Kelowna,93,Interior Health Authority,"""April 6, 7, 8""",Exposure 3
04/13/2021,Templeton Secondary,Vancouver,39,Vancouver Coastal Health,"""April 8, 9""",Exposure 8
04/13/2021,Alexander Elementary (Duncan),Duncan,79,Vancouver Island Health Authority,April 6,Exposure 2
04/13/2021,Guildford Park Secondary,Surrey,36,Fraser Health Authority,"""April 7, 8, 9""",Exposure 26
04/13/2021,Berkshire Park Elementary,Surrey,36,Fraser Health Authority,"""April 7, 8""",Exposure 4
04/13/2021,des Pionniers-de-Maillardville,Port Coquitlam,93,Fraser Health Authority,April 6 and 7,Exposure 8
04/13/2021,Ocean Cliff Elementary,Surrey,36,Fraser Health Authority,"""April 6, 7, 8""",Exposure 6
04/13/2021,Stoney Creek Community Elementary,Burnaby,41,Fraser Health Authority,"""April 7, 8""",Exposure 1
04/13/2021,Pitt Meadows Elementary,Pitt Meadows,42,Fraser Health Authority,"""April 6, 7""",Exposure 3
04/13/2021,John Oliver Secondary,Vancouver,39,Vancouver Coastal Health,April 6,Exposure 23
04/13/2021,Spectrum Program,Vancouver,39,Vancouver Coastal Health,April 7 and 9,Exposure 2
04/13/2021,Ecole Phoenix Middle,Campbell River,72,Vancouver Island Health Authority,April 6,Exposure 1
04/13/2021,Pacific Academy High School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 9,Exposure 12
04/13/2021,Pacific Academy High School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 9,Exposure 7
04/13/2021,Pacific Academy Middle School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 7,Exposure 10
04/13/2021,Southpointe Academy,Delta,Independent Schools in Fraser Health,Fraser Health Authority,"""April 6, 7""",Exposure 10
04/13/2021,Blue Mountain Elementary,Maple Ridge,42,Fraser Health Authority,April 6,Exposure 2
04/13/2021,Ecole Pitt River Middle,Port Coquitlam,43,Fraser Health Authority,April 7 (Date on the BCCDC webpage),Exposure 7
04/13/2021,Peter Ewart Middle School,Langley,35,Fraser Health Authority,"""April 6, 7, 8, 9""",Exposure 5
04/13/2021,Dawson Creek Secondary,Dawson Creek,59,Northern Health,"""March 29, 30, 31, and April 1""",Exposure 11 - Central Campus
04/13/2021,Prince Charles Elementary (Surrey),Surrey,36,Fraser Health Authority,"""April 6, 7, 8, 9""",One full class isolating
04/13/2021,C'usqunela Elementary,Maple Ridge,42,Fraser Health Authority,"""April 7, 8, and 9""",Document on file stating that there are two cases with the same exposure dates but that no second letter will be sent to cover the second case since the dates are the same. We have these two exposures down as Exposure 3 and 5.
04/12/2021,Promontory Heights Community Elementary,Chilliwack,33,Fraser Health Authority,April 6,Exposure 11
04/12/2021,Sir Winston Churchill Secondary,Vancouver,39,Vancouver Coastal Health,April 7 and 8,Exposure 9
04/12/2021,Mount Douglas Secondary,Victoria,61,Vancouver Island Health Authority,"""April 6, 7, 8""",Exposure 2
04/12/2021,Ellison Elementary,Kelowna,23,Interior Health Authority,"""April 6, 7""",Exposure 1
04/12/2021,Argyle Secondary,North Vancouver,44,Vancouver Coastal Health,"""April 6, 7, 8, 9""",Exposure 10
04/12/2021,Rose Valley Elementary,West Kelowna,23,Interior Health Authority,"""April 6, 9""",Exposure 2
04/12/2021,ASIA - North Poplar,Abbotsford,34,Fraser Health Authority,"""April 6, 7, 8""",Exposure 3
04/12/2021,White Rock Christian Academy,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,April 6,Exposure 4
04/12/2021,Sentinel Secondary,West Vancouver,45,Vancouver Coastal Health,"""April 7, 8, 9""",Exposure 13
04/12/2021,Cougar Creek Elementary,Surrey,36,Fraser Health Authority,"""April 7, 8, 9""",Exposure 16
04/12/2021,Princess Margaret Secondary School (Surrey),Surrey,36,Fraser Health Authority,"""April 5, 6, 7""",Exposure 38
04/12/2021,Boundary Park Elementary,Surrey,36,Fraser Health Authority,April 6,Exposure 9
04/12/2021,Lindsay Park Elementary,Kimberley,6,Interior Health Authority,"""April 7, 8, and 9""",Exposure 1
04/12/2021,Templeton Secondary,Vancouver,39,Vancouver Coastal Health,April 6,Exposure 7
04/12/2021,Pebble Hill Traditional Elementary,Delta,37,Fraser Health Authority,"""April 6, 7, 8""",Exposure 1
04/12/2021,George Elliot Secondary,,23,Interior Health Authority,April 6,Exposure 4
04/12/2021,McKim Middle School,Kimberley,6,Interior Health Authority,"""April 8, 9""",Exposure 1
04/12/2021,Old Yale Road Elementary,Surrey,36,Fraser Health Authority,"""April 6, 7, and 8""",Exposure 4
04/12/2021,Tamanawis Secondary,Surrey,36,Fraser Health Authority,April 7,Exposure 48
04/12/2021,Myrtle Philip Community School,Whistler,48,Vancouver Coastal Health,April 7,Exposure 3
04/12/2021,Chief Dan George Middle,Abbotsford,34,Fraser Health Authority,April 6,Exposure 10
04/12/2021,Henry Bose Elementary,Surrey,36,Fraser Health Authority,April 8 and 9,Exposure 6
04/12/2021,Holy Trinity School,North Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,April 6 and 7,Exposure 2
04/12/2021,Whistler Waldorf School,Whistler,Independent Schools in Coastal Health,Vancouver Coastal Health,April 6 and 7,Exposure 2
04/12/2021,William A. Fraser Middle School,Abbotsford,34,Fraser Health Authority,April 6 and 7,Exposure 5
04/12/2021,Credo Christian High School(Langley),Langley,Independent Schools in Fraser Health,Fraser Health Authority,April 6,Exposure 6
04/12/2021,Peterson Road Elementary,Langley,35,Fraser Health Authority,"""March 31, April 1""",Exposure 5
04/12/2021,Canalta Elementary,Dawson Creek,59,Northern Health,April 6,Exposure 2
04/12/2021,C M Finch Elementary,,60,Northern Health,"""March 30, 31, and April 1""",Exposure 1
04/12/2021,Rose Valley Elementary,West Kelowna,23,Interior Health Authority,"""April 6, 9""",2 Classes and staff are self-isolating due to exposure 2 and 3.
04/12/2021,Britannia Community Secondary,Vancouver,39,Vancouver Coastal Health,"""April 5, and 6""",Exposure 13
04/12/2021,Britannia Community Secondary,Vancouver,39,Vancouver Coastal Health,April 2,Exposure 12
04/12/2021,Britannia Community Secondary,Vancouver,39,Vancouver Coastal Health,April 8,Exposure 14
04/12/2021,Earl Marriott Secondary,Surrey,36,Fraser Health Authority,April 6 and 7,Exposure 18
04/12/2021,Sullivan Heights Secondary,Surrey,36,Fraser Health Authority,April 6 and 7,Exposure 39
04/12/2021,Lord Tweedsmuir Secondary,Surrey,36,Fraser Health Authority,"""April 6, 7, and 8""",Exposure 29
04/12/2021,Sacred Heart (Prince George),Prince George,Independent Schools in Northern Health,Northern Health,April 6,Exposure 3
04/12/2021,Clinton Elementary,Burnaby,41,Fraser Health Authority,April 7 and 8,Exposure 4
04/12/2021,Semiahmoo Secondary,Surrey,36,Fraser Health Authority,"""April 6, 7, and 8""",Exposure 21
04/12/2021,Walnut Grove Secondary,Langley,35,Fraser Health Authority,"""April 6, 7, and 8""",Exposure 8
04/12/2021,Walnut Grove Secondary,Langley,35,Fraser Health Authority,April 9,Exposure 9
04/12/2021,Collingwood School (Morven Campus),West Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,April 6 and 7,Exposure 9
04/12/2021,Sir Sandford Fleming Elementary,Vancouver,39,Vancouver Coastal Health,"""April 6, 7, and 8""",Exposure 3
04/12/2021,Raymer Elementary,Kelowna,23,Interior Health Authority,"""April 6, 7, 8""",Exposure 3
04/12/2021,Notre Dame Regional Secondary (Vancouver),Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,April 1,Exposure 12
04/12/2021,Notre Dame Regional Secondary (Vancouver),Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,April 6,Exposure 13
04/12/2021,Holy Cross Elementary School (Burnaby),Burnaby,Independent Schools in Fraser Health,Fraser Health Authority,April 7,Exposure 8
04/12/2021,Skaha Lake Middle School,Penticton,67,Interior Health Authority,"""April 7, 8""",Exposure 1
04/12/2021,Rockridge Secondary,West Vancouver,45,Vancouver Coastal Health,"""April 7, 8""",Exposure 6
